annotation,type,start,end
37541,Threat,1,155
37543,Profane/Obscene,51,59
37543,Insult,426,433
37545,Other Toxicity,0,19
37547,Insult,0,7
37548,Insult,0,7
37549,Insult,0,7
37550,Identity based Attack,0,7
37552,Threat,0,7
37554,Threat,75,90
37554,Insult,126,134
37554,Identity based Attack,461,474
37555,Insult,189,194
37555,Insult,535,541
37555,Insult,455,460
37556,Other Toxicity,0,111
37558,Insult,89,94
37559,Threat,310,313
37562,Insult,56,66
37563,Other Toxicity,38,74
37564,Insult,56,66
37565,Threat,10,15
37566,Insult,10,15
37566,Insult,30,41
37567,Insult,30,41
37569,Insult,0,4
37569,Profane/Obscene,24,28
37573,Insult,31,37
37574,Insult,0,9
37575,Insult,0,9
37575,Insult,965,972
37575,Insult,977,998
37576,Insult,0,9
37576,Insult,945,998
37577,Identity based Attack,34,41
37578,Insult,74,81
37579,Insult,74,81
37580,Insult,24,30
37581,Insult,4,54
37582,Insult,24,30
37583,Insult,24,31
37583,Insult,80,84
37584,Insult,80,84
37585,Insult,24,31
37585,Insult,80,84
37586,Insult,18,26
37587,Insult,18,26
37587,Profane/Obscene,237,241
37588,Other Toxicity,11,17
37589,Insult,158,176
37591,Other Toxicity,158,187
37595,Insult,5,12
37595,Other Toxicity,34,52
37596,Insult,43,52
37596,Insult,5,12
37596,Insult,34,42
37597,Insult,43,52
37599,Insult,26,31
37600,Insult,26,31
37606,Insult,134,143
37608,,203,269
37609,Insult,139,148
37610,Insult,28,33
37611,Insult,28,33
37612,Insult,28,33
37613,Identity based Attack,58,68
37613,Identity based Attack,58,68
37614,Insult,31,40
37615,Insult,31,40
37615,Insult,58,68
37615,Insult,78,120
37615,Insult,122,153
37615,Insult,222,236
37615,Insult,256,273
37615,Insult,295,301
37615,Identity based Attack,337,371
37615,Insult,421,436
37618,Insult,172,192
37622,Insult,12,18
37623,Insult,12,18
37624,Insult,9,18
37626,Insult,71,84
37626,Identity based Attack,214,236
37627,Insult,0,233
37628,Profane/Obscene,41,50
37630,Insult,41,51
37631,Insult,114,123
37632,Insult,114,123
37633,Insult,109,137
37635,Insult,19,25
37636,Profane/Obscene,19,25
37637,Insult,4,9
37639,Insult,4,9
37639,Profane/Obscene,427,431
37641,Identity based Attack,132,160
37642,Insult,132,160
37644,Insult,236,241
37645,Insult,236,241
37646,Insult,16,20
37647,Insult,16,20
37649,Other Toxicity,190,197
37652,Insult,11,20
37653,Insult,11,25
37654,Profane/Obscene,11,25
37655,Insult,82,88
37656,Insult,82,106
37657,Insult,82,106
37658,Insult,179,186
37658,Insult,293,298
37659,Insult,150,155
37659,Insult,179,186
37660,Insult,281,308
37660,Insult,159,186
37662,Insult,23,28
37663,Insult,23,28
37663,Insult,23,28
37664,Insult,29,35
37665,Insult,29,35
37666,Insult,29,35
37667,Insult,87,111
37668,Insult,87,95
37669,Insult,87,95
37671,Identity based Attack,259,267
37671,Insult,188,193
37672,Insult,188,193
37672,Insult,172,176
37673,Other Toxicity,5,19
37673,Identity based Attack,21,45
37674,Threat,8,19
37675,Threat,8,19
37676,Insult,13,18
37677,Insult,3,18
37678,Insult,13,18
37680,Insult,0,263
37681,Identity based Attack,98,135
37681,Identity based Attack,158,168
37681,Threat,171,186
37681,Insult,191,264
37683,Other Toxicity,286,294
37683,Other Toxicity,299,309
37684,Insult,207,241
37684,Insult,286,309
37685,Insult,47,52
37685,Profane/Obscene,54,57
37686,Insult,47,63
37688,Threat,183,187
37689,Insult,14,24
37689,Insult,26,34
37690,Threat,0,196
37691,Identity based Attack,13,25
37691,Insult,13,20
37692,Profane/Obscene,13,25
37693,Insult,13,25
37694,Threat,10,17
37695,Insult,97,102
37696,Insult,97,102
37697,Insult,42,51
37698,Insult,46,51
37700,Insult,7,12
37701,Insult,0,12
37702,Insult,7,12
37703,Insult,19,25
37704,Insult,19,25
37705,Insult,19,25
37708,Insult,28,78
37708,Other Toxicity,284,327
37708,Insult,398,410
37709,Insult,30,36
37710,Insult,30,36
37710,Profane/Obscene,125,131
37711,Insult,30,36
37711,Profane/Obscene,125,131
37715,Identity based Attack,342,419
37716,Threat,37,63
37717,Identity based Attack,764,826
37718,Identity based Attack,30,46
37719,Other Toxicity,16,20
37720,Insult,30,46
37720,Identity based Attack,0,46
37721,Insult,0,28
37721,Insult,86,100
37722,Insult,0,20
37723,Identity based Attack,0,20
37723,Insult,21,28
37723,Insult,86,92
37725,Identity based Attack,0,70
37726,Insult,57,62
37727,Identity based Attack,70,127
37728,Insult,0,156
37729,Identity based Attack,56,160
37732,Profane/Obscene,31,66
37734,Insult,0,64
37735,Insult,10,15
37737,Insult,7,17
37738,Insult,7,17
37739,Insult,99,106
37740,Insult,77,82
37740,Insult,86,90
37740,Insult,99,106
37741,Insult,99,106
37742,Insult,5,12
37744,Insult,5,12
37745,Insult,293,298
37746,Insult,288,298
37747,Insult,293,298
37747,Insult,324,339
37750,Insult,28,35
37753,Insult,71,97
37754,Insult,100,106
37754,Insult,156,170
37755,Insult,100,106
37755,Insult,161,170
37756,Insult,100,106
37757,Insult,64,71
37758,Insult,64,71
37759,Insult,64,71
37765,Other Toxicity,52,60
37767,Insult,0,12
37768,Insult,4,12
37769,Insult,101,107
37771,Insult,101,107
37772,Identity based Attack,93,166
37773,Insult,48,77
37774,Profane/Obscene,48,77
37774,Insult,158,166
37776,Insult,22,26
37777,Insult,22,26
37780,Insult,312,318
37783,Identity based Attack,29,40
37785,Identity based Attack,50,71
37785,Identity based Attack,306,343
37786,Identity based Attack,75,111
37786,Identity based Attack,270,305
37786,Identity based Attack,310,343
37790,Threat,14,19
37790,Insult,8,13
37791,Insult,8,13
37792,Insult,8,13
37793,Insult,15,21
37794,Insult,15,21
37795,Insult,11,21
37796,Insult,10,25
37797,Insult,0,24
37799,Insult,0,88
37801,Insult,84,88
37803,Insult,32,37
37804,Insult,32,46
37804,Other Toxicity,83,143
37805,Insult,144,154
37806,Insult,144,154
37809,Insult,166,171
37810,Identity based Attack,166,180
37811,Profane/Obscene,54,71
37812,Profane/Obscene,278,283
37814,Insult,183,214
37818,Insult,23,33
37819,Insult,23,33
37820,Threat,77,82
37821,Insult,29,36
37822,Identity based Attack,53,87
37822,Insult,29,36
37825,Other Toxicity,380,384
37825,Other Toxicity,273,283
37830,Other Toxicity,86,95
37831,Insult,86,95
37832,Insult,7,26
37834,Insult,11,26
37835,Insult,23,41
37835,Other Toxicity,80,99
37836,Insult,64,68
37837,Insult,0,199
37837,Profane/Obscene,0,199
37839,Insult,0,16
37840,Insult,11,16
37840,Insult,18,26
37842,Other Toxicity,76,112
37842,Insult,217,233
37843,Insult,227,233
37848,Insult,87,93
37848,Insult,95,103
37849,Identity based Attack,87,110
37850,Insult,264,269
37850,Insult,300,306
37851,Insult,300,306
37852,Other Toxicity,151,196
37854,Insult,67,71
37855,Insult,331,385
37857,Insult,13,28
37858,Insult,25,28
37861,Insult,23,32
37862,Insult,0,6
37863,Identity based Attack,0,12
37864,Identity based Attack,0,12
37866,Profane/Obscene,46,48
37867,Insult,120,130
37869,Identity based Attack,0,59
37870,Insult,61,69
37871,Insult,145,150
37873,Insult,136,150
37874,Insult,8,14
37875,Insult,8,14
37876,Other Toxicity,8,19
37877,Identity based Attack,47,53
37877,Identity based Attack,235,241
37878,Insult,138,148
37878,Insult,243,252
37878,Identity based Attack,189,240
37879,Identity based Attack,47,53
37879,Profane/Obscene,144,148
37879,Identity based Attack,235,241
37880,Insult,11,25
37881,Insult,11,25
37884,Identity based Attack,99,137
37885,Identity based Attack,100,138
37886,Insult,28,33
37887,Insult,28,33
37887,Insult,64,78
37888,Insult,28,33
37888,Insult,64,70
37889,Insult,0,9
37890,Insult,0,25
37891,Profane/Obscene,0,9
37892,Profane/Obscene,103,152
37893,Identity based Attack,103,136
37894,Identity based Attack,103,136
37897,Insult,11,19
37898,Identity based Attack,15,20
37899,Insult,15,26
37900,Identity based Attack,15,26
37901,Insult,105,113
37902,Insult,105,113
37904,Insult,371,386
37906,Other Toxicity,0,451
37909,Insult,0,29
37910,Insult,46,52
37910,Insult,54,77
37911,Insult,54,61
37911,Profane/Obscene,87,102
37912,Insult,54,61
37912,Profane/Obscene,87,102
37915,Insult,23,32
37915,Insult,117,122
37916,Identity based Attack,190,238
37917,Identity based Attack,128,187
37919,Insult,57,66
37920,Insult,57,66
37922,Identity based Attack,26,31
37923,Insult,49,61
37924,Profane/Obscene,26,31
37925,Insult,196,202
37926,Profane/Obscene,29,32
37926,Insult,156,159
37926,Identity based Attack,224,229
37927,Profane/Obscene,156,159
37929,Insult,28,36
37931,Insult,19,25
37932,Insult,19,25
37933,Insult,19,25
37934,Identity based Attack,35,46
37935,Identity based Attack,19,46
37936,Identity based Attack,0,133
37938,Insult,66,73
37938,Insult,242,247
37938,Insult,319,324
37939,Insult,66,73
37939,Insult,319,324
37939,Insult,242,247
37942,Other Toxicity,168,184
37945,Insult,54,62
37946,Identity based Attack,78,83
37947,Insult,97,102
37948,Insult,97,102
37949,Profane/Obscene,36,42
37950,Insult,19,24
37951,Insult,19,24
37953,Insult,4,8
37954,Insult,4,8
37956,Other Toxicity,52,63
37956,Other Toxicity,52,63
37957,Insult,26,33
37963,Insult,61,65
37964,Insult,0,35
37964,Insult,278,342
37965,Insult,125,131
37967,Other Toxicity,220,229
37971,Other Toxicity,27,35
37974,Insult,11,17
37974,Insult,22,27
37975,Insult,11,17
37975,Insult,22,27
37976,Threat,202,208
37978,Profane/Obscene,196,208
37979,Insult,36,43
37979,Insult,78,103
37980,Identity based Attack,78,97
37981,Insult,36,43
37981,Insult,78,87
37982,Insult,18,35
37983,Insult,122,132
37985,Other Toxicity,46,58
37987,Identity based Attack,46,58
37988,Other Toxicity,22,36
37989,Insult,0,20
37990,Insult,15,20
37992,Identity based Attack,231,247
37993,Insult,108,134
37995,Other Toxicity,0,24
37999,Identity based Attack,71,81
38002,Other Toxicity,48,59
38004,Other Toxicity,11,18
38005,Identity based Attack,4,18
38005,Insult,50,54
38005,Threat,56,71
38008,Profane/Obscene,44,61
38010,Insult,84,89
38011,Insult,84,89
38012,Insult,9,14
38012,Insult,58,67
38013,Insult,0,28
38014,Insult,58,67
38014,Identity based Attack,4,8
38015,Identity based Attack,58,64
38016,Insult,58,64
38017,Identity based Attack,52,64
38018,Threat,359,381
38019,Threat,21,392
38020,Insult,359,374
38022,Other Toxicity,182,198
38023,Insult,226,238
38025,Insult,0,289
38026,Insult,8,13
38027,Insult,43,71
38028,Other Toxicity,11,16
38029,Insult,191,245
38030,Insult,195,200
38031,Insult,0,38
38031,Identity based Attack,261,281
38032,Insult,0,281
38037,Insult,11,21
38037,Other Toxicity,119,126
38038,Insult,11,21
38041,Other Toxicity,0,17
38042,Insult,30,35
38043,Insult,0,59
38044,Insult,30,35
38045,Insult,17,22
38046,Insult,17,22
38050,Identity based Attack,47,66
38051,Insult,29,36
38052,Other Toxicity,0,264
38053,Insult,155,163
38054,Insult,133,152
38055,Profane/Obscene,114,206
38055,Profane/Obscene,114,206
38056,Identity based Attack,10,74
38057,Insult,28,42
38059,Insult,0,121
38061,Threat,79,94
38062,Profane/Obscene,42,66
38062,Insult,76,94
38063,Insult,219,225
38064,Insult,219,225
38065,Insult,219,225
38066,Identity based Attack,101,109
38067,Identity based Attack,0,26
38067,Identity based Attack,29,55
38068,Other Toxicity,29,55
38069,Insult,21,27
38071,Insult,21,27
38072,Insult,83,91
38073,Insult,17,28
38074,Insult,83,91
38076,Insult,55,64
38077,Identity based Attack,224,249
38078,Threat,76,85
38082,Insult,9,14
38085,Insult,124,130
38085,Identity based Attack,73,99
38086,Insult,124,130
38090,Profane/Obscene,263,266
38091,Profane/Obscene,254,266
38092,Profane/Obscene,263,266
38094,Insult,9,33
38095,Insult,16,19
38096,Insult,54,59
38096,Identity based Attack,104,116
38097,Insult,54,59
38098,Insult,32,59
38098,Identity based Attack,96,116
38099,Insult,30,35
38100,Insult,30,35
38101,Insult,30,35
38105,Insult,12,20
38106,Other Toxicity,54,64
38107,Identity based Attack,39,85
38109,Insult,180,190
38111,Insult,47,52
38111,Insult,20,33
38112,Insult,20,33
38112,Insult,80,89
38113,Insult,70,89
38113,Insult,0,33
38113,Insult,38,68
38114,Insult,158,164
38115,Other Toxicity,92,164
38116,Insult,330,338
38118,Profane/Obscene,27,37
38119,Insult,38,41
38120,Insult,36,40
38121,Insult,0,12
38122,Other Toxicity,0,12
38123,Insult,114,119
38125,Identity based Attack,114,119
38125,Identity based Attack,121,126
38126,Identity based Attack,18,78
38126,Insult,115,121
38127,Insult,115,121
38128,Insult,115,121
38128,Insult,18,53
38129,Other Toxicity,179,283
38133,Identity based Attack,213,228
38135,Insult,320,340
38136,Insult,75,81
38137,Insult,71,81
38139,Insult,108,114
38139,Insult,119,126
38140,Insult,12,17
38140,Insult,108,126
38142,Identity based Attack,278,284
38142,Identity based Attack,288,294
38142,Identity based Attack,298,304
38143,Profane/Obscene,401,446
38143,Identity based Attack,401,446
38144,Insult,11,15
38144,Insult,32,37
38144,Profane/Obscene,63,67
38145,Insult,32,37
38145,Profane/Obscene,63,67
38146,Insult,63,67
38146,Insult,11,15
38146,Insult,30,37
38148,Insult,0,10
38149,Other Toxicity,0,134
38153,Identity based Attack,0,65
38154,Identity based Attack,43,53
38154,Identity based Attack,58,65
38155,Threat,22,93
38158,Insult,0,31
38158,Insult,108,133
38158,Insult,135,164
38160,Identity based Attack,168,179
38163,Identity based Attack,8,19
38164,Insult,20,25
38164,Identity based Attack,8,19
38165,Threat,0,6
38166,Identity based Attack,35,41
38168,Insult,25,45
38169,Insult,0,58
38170,Insult,0,58
38171,Insult,89,100
38173,Insult,49,52
38174,Other Toxicity,0,166
38175,Other Toxicity,62,70
38177,Insult,20,25
38178,Other Toxicity,63,98
38179,Profane/Obscene,6,10
38180,Insult,8,31
38181,Insult,26,31
38182,Insult,26,31
38184,Profane/Obscene,0,4
38185,Insult,0,4
38187,Insult,104,109
38189,Identity based Attack,16,26
38190,Insult,16,26
38191,Identity based Attack,0,26
38192,Insult,5,14
38196,Other Toxicity,12,32
38197,Insult,0,107
38198,Insult,17,22
38199,Insult,17,22
38200,Insult,17,22
38203,Threat,77,85
38205,Profane/Obscene,84,130
38208,Other Toxicity,20,25
38209,Insult,20,25
38210,Insult,102,113
38211,Insult,102,108
38211,Insult,109,113
38212,Insult,100,113
38213,Insult,27,32
38214,Insult,27,32
38218,Insult,254,263
38219,Insult,0,7
38220,Insult,0,7
38221,Insult,0,7
38223,Insult,35,40
38226,Insult,226,245
38227,Insult,240,245
38228,Insult,158,163
38231,Identity based Attack,54,60
38232,Identity based Attack,0,69
38233,Identity based Attack,9,19
38235,Insult,148,155
38236,Insult,139,147
38236,Insult,148,155
38238,Insult,121,130
38239,Insult,88,130
38241,Profane/Obscene,73,77
38244,Insult,102,187
38245,Insult,359,377
38247,Insult,0,33
38248,Insult,8,12
38250,Insult,0,19
38251,Insult,0,4
38252,Insult,8,13
38253,Threat,8,13
38253,Insult,323,330
38254,Threat,323,330
38255,Insult,17,24
38256,Other Toxicity,17,24
38257,Insult,17,24
38258,Insult,81,102
38259,Insult,12,50
38259,Insult,58,118
38263,Insult,140,148
38265,Insult,63,73
38266,Identity based Attack,0,72
38267,Insult,0,4
38268,Threat,0,92
38269,Insult,0,4
38270,Insult,58,62
38270,Profane/Obscene,96,101
38271,Insult,0,60
38271,Profane/Obscene,64,265
38272,Insult,223,232
38275,Insult,186,192
38276,Identity based Attack,79,116
38277,Insult,66,175
38278,Identity based Attack,1,62
38278,Insult,66,72
38278,Insult,74,86
38278,Identity based Attack,89,99
38280,Insult,216,224
38281,Identity based Attack,0,28
38281,Insult,88,106
38281,Insult,204,209
38282,Threat,142,150
38284,Insult,142,150
38285,Insult,150,159
38286,Insult,150,159
38287,Insult,150,159
38289,Insult,26,35
38290,Insult,13,20
38292,Insult,73,82
38293,Insult,50,54
38294,Identity based Attack,3,60
38295,Identity based Attack,0,60
38296,Other Toxicity,0,131
38297,Insult,19,29
38298,Insult,19,28
38299,Profane/Obscene,10,15
38301,Profane/Obscene,32,36
38304,Other Toxicity,0,330
38305,Insult,269,276
38307,Insult,887,891
38308,Other Toxicity,44,63
38308,Profane/Obscene,126,144
38308,Other Toxicity,158,187
38308,Identity based Attack,439,455
38308,Identity based Attack,842,865
38308,Insult,887,891
38311,Insult,0,21
38314,Identity based Attack,325,344
38315,Identity based Attack,7,20
38316,Insult,36,85
38317,Identity based Attack,11,20
38317,Insult,67,85
38319,Identity based Attack,11,31
38321,Insult,10,19
38322,Insult,10,19
38323,Insult,10,19
38325,Insult,17,24
38326,Profane/Obscene,53,63
38326,Profane/Obscene,0,45
38326,Profane/Obscene,213,223
38326,Profane/Obscene,254,260
38330,Insult,10,18
38330,Other Toxicity,72,76
38331,Insult,10,18
38332,Insult,10,18
38335,Insult,389,401
38336,Threat,4,7
38337,Insult,22,27
38340,Identity based Attack,26,33
38341,Insult,26,33
38344,Insult,89,100
38345,Identity based Attack,14,21
38346,Identity based Attack,14,26
38347,Identity based Attack,14,26
38349,Insult,433,446
38350,Insult,433,446
38352,Insult,21,32
38353,Insult,21,26
38355,Identity based Attack,47,112
38356,Insult,64,76
38358,Insult,30,36
38358,Insult,57,63
38359,Insult,30,36
38359,Insult,57,63
38362,Threat,26,36
38362,Insult,17,24
38363,Threat,12,20
38364,Identity based Attack,96,100
38365,Identity based Attack,39,42
38365,Identity based Attack,126,133
38366,Threat,239,243
38366,Insult,239,243
38367,Profane/Obscene,233,243
38367,Other Toxicity,287,308
38369,Other Toxicity,13,27
38370,Insult,13,19
38372,Insult,9,15
38373,Insult,9,15
38374,Insult,9,15
38376,Insult,14,19
38377,Insult,0,19
38380,Insult,28,34
38382,Insult,4,9
38383,Insult,4,9
38385,Insult,113,119
38386,Insult,113,119
38387,Threat,16,19
38389,Insult,0,5
38391,Profane/Obscene,24,35
38396,Other Toxicity,202,232
38397,Insult,173,178
38398,Insult,173,187
38401,Insult,77,103
38403,Insult,49,54
38404,Insult,49,54
38407,Insult,85,89
38409,Insult,41,53
38412,Insult,7,11
38413,Insult,26,31
38415,Other Toxicity,57,65
38416,Insult,57,65
38417,Insult,66,76
38418,Insult,66,76
38421,Insult,145,155
38422,Identity based Attack,46,70
38422,Identity based Attack,274,315
38422,Identity based Attack,376,414
38424,Insult,5,9
38425,Insult,5,9
38425,Other Toxicity,74,79
38425,Identity based Attack,236,252
38426,Insult,11,18
38428,Insult,11,18
38428,Profane/Obscene,40,55
38431,Other Toxicity,82,86
38433,Insult,45,54
38436,Insult,86,96
38437,Insult,86,96
38438,Identity based Attack,62,96
38439,Insult,0,95
38439,Other Toxicity,0,95
38440,Insult,14,22
38440,Identity based Attack,62,96
38443,Other Toxicity,38,44
38443,Other Toxicity,157,161
38446,Insult,129,134
38447,Insult,42,46
38448,Profane/Obscene,37,46
38452,Insult,39,44
38455,Insult,0,8
38455,Insult,10,25
38456,Threat,2,65
38458,Insult,1,9
38458,Insult,38,42
38460,Insult,4,10
38462,Identity based Attack,0,43
38463,Threat,27,43
38463,Threat,0,23
38466,Insult,0,10
38467,Insult,7,10
38470,Insult,203,216
38472,Other Toxicity,68,133
38473,Identity based Attack,174,193
38475,Insult,105,109
38477,Insult,19,27
38478,Insult,19,27
38479,Profane/Obscene,19,27
38479,Insult,28,38
38480,Insult,35,44
38482,Other Toxicity,35,44
38483,Threat,3,7
38483,Identity based Attack,8,15
38484,Threat,3,15
38484,Threat,25,49
38485,Threat,3,7
38485,Threat,25,29
38486,Insult,63,170
38487,Insult,142,150
38488,Profane/Obscene,0,25
38489,Other Toxicity,30,37
38490,Identity based Attack,24,28
38492,Identity based Attack,53,92
38493,Insult,19,118
38496,Insult,27,33
38497,Insult,27,33
38498,Insult,40,49
38498,Insult,57,72
38499,Insult,40,49
38500,Insult,40,49
38501,Insult,41,47
38502,Insult,41,47
38503,Insult,41,47
38504,Insult,0,22
38505,Profane/Obscene,17,22
38505,Profane/Obscene,9,16
38506,Insult,17,22
38506,Insult,33,38
38508,Insult,11,19
38509,Insult,11,19
38510,Insult,0,110
38511,Identity based Attack,52,117
38513,Profane/Obscene,350,355
38514,Profane/Obscene,186,243
38514,Insult,350,355
38521,Identity based Attack,0,38
38523,Insult,92,98
38524,Identity based Attack,92,118
38525,Insult,122,129
38526,Insult,122,129
38527,Insult,4,10
38530,Identity based Attack,11,66
38531,Profane/Obscene,84,88
38534,Profane/Obscene,33,46
38535,Insult,198,206
38536,Insult,198,206
38538,Insult,462,471
38539,Insult,422,471
38545,Threat,86,112
38546,Profane/Obscene,7,14
38546,Insult,0,14
38547,Insult,0,14
38548,Insult,0,14
38550,Threat,14,30
38550,Profane/Obscene,79,86
38550,Insult,87,91
38551,Identity based Attack,39,56
38551,Insult,79,86
38552,Insult,18,22
38553,Profane/Obscene,18,22
38554,Profane/Obscene,18,22
38555,Identity based Attack,21,103
38556,Insult,29,37
38557,Threat,29,37
38559,Insult,33,41
38560,Threat,33,41
38561,Insult,21,32
38562,Other Toxicity,91,94
38563,Insult,17,32
38566,Insult,99,103
38567,Insult,74,79
38568,Insult,0,67
38569,Insult,74,79
38572,Profane/Obscene,296,299
38573,Insult,41,50
38574,Insult,8,14
38577,Insult,98,128
38577,Insult,132,161
38580,Identity based Attack,5,17
38581,Insult,205,209
38581,Insult,387,395
38581,Threat,815,823
38582,Identity based Attack,76,81
38582,Identity based Attack,251,256
38582,Identity based Attack,348,352
38583,Insult,348,352
38584,Insult,76,81
38584,Insult,251,256
38584,Insult,348,352
38585,Insult,357,362
38585,Profane/Obscene,357,362
38588,Insult,40,102
38589,Insult,78,86
38590,Insult,78,86
38591,Insult,62,72
38592,Insult,62,72
38593,Insult,53,72
38594,Insult,61,66
38595,Insult,61,66
38596,Insult,61,66
38597,Insult,12,18
38598,Insult,12,18
38599,Insult,12,18
38601,Insult,16,21
38602,Insult,16,21
38603,Insult,6,50
38604,Insult,33,50
38605,Insult,11,23
38605,Profane/Obscene,25,31
38605,Insult,46,50
38606,Insult,8,15
38607,Insult,8,15
38608,Insult,8,23
38610,Other Toxicity,105,124
38610,Threat,105,124
38611,Threat,97,124
38612,Insult,66,72
38613,Insult,66,72
38614,Insult,66,72
38616,Identity based Attack,50,62
38617,Insult,50,62
38618,Insult,33,39
38618,Insult,701,706
38619,Insult,33,39
38620,Insult,33,39
38620,Insult,701,706
38621,Insult,153,164
38622,Identity based Attack,153,164
38623,Insult,141,151
38623,Profane/Obscene,153,164
38624,Insult,82,119
38625,Insult,214,220
38626,Insult,214,220
38628,Insult,67,77
38628,Insult,189,196
38628,Insult,201,210
38628,Insult,216,234
38628,Insult,273,283
38628,Insult,301,306
38629,Insult,29,46
38629,Insult,47,56
38632,Other Toxicity,47,64
38632,Other Toxicity,158,174
38632,Other Toxicity,201,219
38632,Other Toxicity,242,259
38632,Other Toxicity,310,327
38632,Other Toxicity,384,401
38634,Insult,15,22
38634,Insult,70,76
38635,Identity based Attack,15,22
38637,Insult,17,31
38641,Insult,70,93
38642,Identity based Attack,45,56
38646,Insult,81,90
38647,Insult,81,90
38648,Identity based Attack,57,63
38650,Insult,57,63
38651,Threat,11,18
38653,Other Toxicity,20,56
38653,Insult,60,126
38655,Insult,49,55
38656,Insult,33,47
38656,Insult,49,55
38657,Insult,9,25
38658,Insult,9,25
38659,Identity based Attack,0,25
38660,Identity based Attack,0,183
38661,Insult,178,183
38663,Insult,0,10
38664,Insult,0,10
38665,Insult,0,10
38666,Profane/Obscene,11,21
38667,Insult,17,21
38668,Profane/Obscene,17,21
38670,Threat,0,366
38671,Insult,12,18
38675,Insult,30,36
38675,Insult,57,65
38676,Insult,57,65
38677,Insult,30,36
38679,Other Toxicity,80,87
38680,Profane/Obscene,141,145
38682,Insult,45,52
38684,Insult,74,81
38685,Insult,282,288
38686,Insult,146,152
38686,Insult,282,288
38688,Insult,89,137
38691,Insult,134,140
38692,Insult,134,140
38693,Profane/Obscene,0,12
38694,Threat,0,4
38696,Insult,5,9
38697,Insult,5,9
38698,Insult,5,9
38700,Other Toxicity,1,133
38701,Insult,125,130
38702,Insult,13,34
38703,Insult,13,18
38703,Insult,23,34
38703,Insult,211,221
38704,Identity based Attack,0,34
38704,Insult,0,34
38704,Other Toxicity,218,231
38707,Insult,385,816
38708,Identity based Attack,36,61
38709,Identity based Attack,8,30
38709,Identity based Attack,40,61
38710,Identity based Attack,40,61
38711,Insult,181,187
38712,Insult,90,96
38712,Insult,181,187
38713,Insult,181,187
38715,Insult,20,39
38716,Insult,20,26
38719,Insult,10,27
38720,Other Toxicity,0,61
38726,Identity based Attack,124,130
38728,Insult,8,17
38731,Identity based Attack,66,99
38731,Insult,41,52
38731,Insult,72,76
38732,Insult,197,204
38734,Other Toxicity,308,371
38735,Profane/Obscene,224,234
38736,Profane/Obscene,55,66
38737,Profane/Obscene,55,66
38738,Insult,14,20
38738,Insult,21,29
38739,Insult,14,20
38740,Insult,14,20
38743,Other Toxicity,0,101
38747,Insult,29,38
38748,Other Toxicity,29,38
38749,Other Toxicity,0,38
38754,Insult,167,176
38754,Profane/Obscene,261,265
38754,Threat,183,201
38755,Insult,167,176
38755,Threat,226,283
38757,Insult,0,14
38757,Insult,88,108
38757,Insult,128,134
38759,Insult,37,43
38761,Insult,30,43
38764,Identity based Attack,0,57
38767,Insult,27,37
38769,Threat,337,346
38769,Insult,985,990
38772,Insult,132,146
38773,Insult,137,146
38774,Profane/Obscene,10,13
38775,Insult,10,21
38776,Profane/Obscene,10,13
38778,Insult,7,12
38779,Insult,7,12
38782,Identity based Attack,0,121
38783,Other Toxicity,162,170
38784,Insult,251,260
38785,Insult,251,260
38785,Insult,313,321
38785,Insult,322,327
38785,Insult,382,391
38786,Insult,469,477
38787,Insult,469,477
38788,Insult,12,15
38789,Insult,78,86
38789,Insult,94,102
38790,Insult,21,29
38791,Insult,21,29
38791,Insult,78,86
38791,Insult,94,102
38791,Insult,144,148
38791,Insult,698,703
38792,Insult,28,35
38794,Insult,28,35
38795,Insult,12,18
38796,Insult,12,18
38797,Insult,12,18
38798,Threat,50,69
38800,Insult,50,69
38802,Insult,78,85
38803,Insult,78,85
38804,Insult,251,261
38805,Insult,0,93
38805,Identity based Attack,0,93
38805,Profane/Obscene,112,143
38805,Identity based Attack,304,322
38805,Insult,327,335
38805,Insult,429,437
38805,Insult,443,451
38805,Insult,453,461
38805,Insult,496,504
38805,Insult,511,519
38805,Insult,521,529
38805,Insult,620,628
38805,Insult,634,642
38805,Insult,813,821
38805,Insult,827,835
38805,Insult,837,845
38806,Insult,237,261
38807,Insult,12,21
38808,Insult,12,20
38809,Insult,8,40
38810,Insult,61,69
38811,Insult,61,77
38812,Profane/Obscene,23,30
38812,Insult,70,77
38812,Insult,61,69
38813,Insult,11,16
38814,Insult,11,16
38814,Insult,69,74
38814,Insult,118,122
38815,Insult,0,16
38815,Insult,56,74
38816,Insult,37,43
38818,Insult,37,43
38819,Insult,24,32
38820,Other Toxicity,36,46
38821,Insult,36,41
38824,Identity based Attack,142,147
38827,Insult,28,32
38828,Other Toxicity,49,57
38829,Identity based Attack,0,28
38830,Insult,24,28
38831,Insult,23,31
38832,Insult,21,27
38832,Insult,28,32
38833,Insult,28,32
38836,,351,417
38836,Threat,351,417
38837,Identity based Attack,976,992
38838,Insult,0,31
38839,Insult,7,11
38839,Identity based Attack,201,210
38839,Identity based Attack,727,739
38839,Identity based Attack,980,992
38840,Insult,105,112
38841,Identity based Attack,0,110
38842,Profane/Obscene,0,110
38845,Identity based Attack,157,207
38847,Other Toxicity,503,507
38849,Insult,14,20
38851,Identity based Attack,8,13
38852,Insult,0,61
38853,Insult,42,49
38854,Insult,42,49
38855,Insult,11,16
38856,Insult,11,16
38857,Insult,11,16
